id,host_id,host_name,neighbourhood_cleansed,price_clean,availability_365,calculated_host_listings_count,license,eustat_renta_media_hogar,osm_densidad_ocio_500m,osm_distancia_costa_monumento_m,idealista_m2_mes,catastro_m2_real,dias_ocupados_reales
39677043,110699,Iker,Donostia-San Sebastián,309.0,294,1,EBI00456,38500.0,29,120.0,17.1,78.0,262
60831524,296133,Gorka,Vitoria-Gasteiz,194.0,265,1,Exento,34200.0,8,1400.0,9.5,85.0,277
79071029,634003,Iker,Bilbao,259.0,209,5,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,141
85094484,119169,Mikel,Bilbao,241.0,218,10,EBI00456,29400.0,24,350.0,13.8,72.0,137
10611213,618652,Gorka,Bilbao,86.0,338,5,ESS00123,29400.0,24,350.0,13.8,72.0,240
61100382,218413,Gorka,Vitoria-Gasteiz,97.0,363,5,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,237
59349430,743552,Amaia,Donostia-San Sebastián,295.0,225,10,EBI00456,38500.0,29,120.0,17.1,78.0,171
65842822,367926,Ane,Bilbao,315.0,127,6,ESS00123,29400.0,24,350.0,13.8,72.0,136
45393865,843537,Iker,Bilbao,167.0,147,8,EBI00456,29400.0,24,350.0,13.8,72.0,154
83678496,622988,Iker,Vitoria-Gasteiz,310.0,276,3,EBI00456,34200.0,8,1400.0,9.5,85.0,214
97558294,224481,Ane,Donostia-San Sebastián,73.0,60,9,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,201
28803796,315400,Iker,Vitoria-Gasteiz,79.0,194,1,EBI00456,34200.0,8,1400.0,9.5,85.0,134
16202258,659873,Ane,Bilbao,50.0,244,4,ESS00123,29400.0,24,350.0,13.8,72.0,153
98225315,917114,Amaia,Donostia-San Sebastián,155.0,199,9,EBI00456,38500.0,29,120.0,17.1,78.0,283
86989724,278936,Maite,Donostia-San Sebastián,121.0,165,8,EBI00456,38500.0,29,120.0,17.1,78.0,251
75174203,492136,Gorka,Bilbao,191.0,192,10,ESS00123,29400.0,24,350.0,13.8,72.0,245
80635601,970848,Amaia,Donostia-San Sebastián,111.0,167,9,EBI00456,38500.0,29,120.0,17.1,78.0,285
85899393,548330,Jon,Donostia-San Sebastián,52.0,237,1,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,251
28786176,489954,Mikel,Vitoria-Gasteiz,166.0,357,9,ESS00123,34200.0,8,1400.0,9.5,85.0,189
31232430,138067,Maite,Bilbao,219.0,205,3,EBI00456,29400.0,24,350.0,13.8,72.0,191
50473321,798045,Jon,Bilbao,223.0,133,11,ESS00123,29400.0,24,350.0,13.8,72.0,244
64148094,877622,Gorka,Bilbao,129.0,167,10,ESS00123,29400.0,24,350.0,13.8,72.0,197
30153729,118073,Iker,Bilbao,89.0,181,9,ESS00123,29400.0,24,350.0,13.8,72.0,286
92932418,136035,Ane,Bilbao,180.0,76,1,ESS00123,29400.0,24,350.0,13.8,72.0,236
22790902,296049,Gorka,Donostia-San Sebastián,60.0,255,1,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,164
87582731,333782,Amaia,Vitoria-Gasteiz,239.0,356,9,ESS00123,34200.0,8,1400.0,9.5,85.0,250
87973011,714661,Mikel,Bilbao,53.0,311,11,Exento,29400.0,24,350.0,13.8,72.0,293
16193956,969794,Amaia,Vitoria-Gasteiz,59.0,178,6,ESS00123,34200.0,8,1400.0,9.5,85.0,165
23579173,714805,Maite,Vitoria-Gasteiz,146.0,221,4,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,124
99323229,689738,Maite,Donostia-San Sebastián,270.0,257,7,EBI00456,38500.0,29,120.0,17.1,78.0,294
91638280,634670,Mikel,Bilbao,157.0,104,5,Exento,29400.0,24,350.0,13.8,72.0,167
84380340,826331,Jon,Donostia-San Sebastián,45.0,238,10,ESS00123,38500.0,29,120.0,17.1,78.0,272
66761259,557828,Jon,Bilbao,310.0,103,7,EBI00456,29400.0,24,350.0,13.8,72.0,197
13266402,845715,Maite,Donostia-San Sebastián,252.0,330,8,ESS00123,38500.0,29,120.0,17.1,78.0,206
57044083,161929,Maite,Vitoria-Gasteiz,154.0,137,8,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,253
34899065,857771,Iker,Bilbao,244.0,237,1,EBI00456,29400.0,24,350.0,13.8,72.0,117
68436437,852878,Ane,Vitoria-Gasteiz,56.0,62,8,EBI00456,34200.0,8,1400.0,9.5,85.0,282
74910615,985296,Iker,Vitoria-Gasteiz,232.0,273,6,Exento,34200.0,8,1400.0,9.5,85.0,149
97994960,767689,Iker,Donostia-San Sebastián,198.0,133,4,ESS00123,38500.0,29,120.0,17.1,78.0,291
24072989,880965,Jon,Bilbao,215.0,110,8,Exento,29400.0,24,350.0,13.8,72.0,123
90235127,387313,Mikel,Vitoria-Gasteiz,178.0,126,3,EBI00456,34200.0,8,1400.0,9.5,85.0,162
81370810,187468,Jon,Donostia-San Sebastián,69.0,152,4,Exento,38500.0,29,120.0,17.1,78.0,236
93976173,134594,Ane,Bilbao,62.0,235,6,EBI00456,29400.0,24,350.0,13.8,72.0,264
19944790,291703,Amaia,Bilbao,234.0,204,11,ESS00123,29400.0,24,350.0,13.8,72.0,284
89908991,145033,Maite,Vitoria-Gasteiz,185.0,66,7,ESS00123,34200.0,8,1400.0,9.5,85.0,189
91447632,687421,Maite,Bilbao,87.0,328,4,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,224
78841329,173861,Ane,Vitoria-Gasteiz,190.0,63,4,EBI00456,34200.0,8,1400.0,9.5,85.0,243
63505232,807650,Iker,Bilbao,136.0,197,7,EBI00456,29400.0,24,350.0,13.8,72.0,164
90218637,393894,Mikel,Donostia-San Sebastián,223.0,290,6,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,153
54599847,664749,Maite,Vitoria-Gasteiz,100.0,147,11,ESS00123,34200.0,8,1400.0,9.5,85.0,127
58730049,567016,Gorka,Vitoria-Gasteiz,199.0,76,8,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,125
46413676,178222,Iker,Bilbao,204.0,111,1,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,121
43877350,736308,Maite,Bilbao,155.0,193,10,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,257
71658869,910658,Gorka,Vitoria-Gasteiz,181.0,270,11,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,154
96131989,893153,Ane,Bilbao,276.0,278,7,ESS00123,29400.0,24,350.0,13.8,72.0,202
76374125,644897,Ane,Donostia-San Sebastián,264.0,264,7,ESS00123,38500.0,29,120.0,17.1,78.0,131
77225603,754801,Iker,Bilbao,112.0,270,11,Exento,29400.0,24,350.0,13.8,72.0,206
41251097,303981,Maite,Donostia-San Sebastián,293.0,336,7,ESS00123,38500.0,29,120.0,17.1,78.0,156
76268268,204211,Jon,Donostia-San Sebastián,50.0,83,7,ESS00123,38500.0,29,120.0,17.1,78.0,138
25985249,286321,Gorka,Donostia-San Sebastián,138.0,63,10,Exento,38500.0,29,120.0,17.1,78.0,154
88987338,542111,Mikel,Donostia-San Sebastián,313.0,211,10,ESS00123,38500.0,29,120.0,17.1,78.0,186
53309893,587689,Maite,Donostia-San Sebastián,241.0,318,8,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,118
44569361,960952,Mikel,Bilbao,69.0,227,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,133
20971177,556956,Maite,Donostia-San Sebastián,192.0,235,9,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,124
70200291,950741,Jon,Bilbao,162.0,350,2,Exento,29400.0,24,350.0,13.8,72.0,273
30080673,129984,Jon,Donostia-San Sebastián,110.0,115,7,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,122
84052985,743235,Iker,Vitoria-Gasteiz,219.0,167,7,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,200
16238795,829182,Iker,Donostia-San Sebastián,120.0,355,4,EBI00456,38500.0,29,120.0,17.1,78.0,281
91266262,105901,Jon,Vitoria-Gasteiz,158.0,361,9,ESS00123,34200.0,8,1400.0,9.5,85.0,210
65098996,262624,Amaia,Donostia-San Sebastián,155.0,200,8,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,180
57226729,322317,Jon,Donostia-San Sebastián,293.0,214,1,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,231
74504149,393199,Ane,Donostia-San Sebastián,247.0,321,2,EBI00456,38500.0,29,120.0,17.1,78.0,185
61048404,793045,Ane,Vitoria-Gasteiz,191.0,332,2,ESS00123,34200.0,8,1400.0,9.5,85.0,273
68771482,245788,Amaia,Vitoria-Gasteiz,79.0,291,11,EBI00456,34200.0,8,1400.0,9.5,85.0,225
80860062,738387,Gorka,Donostia-San Sebastián,70.0,300,8,ESS00123,38500.0,29,120.0,17.1,78.0,170
67701082,635426,Mikel,Bilbao,282.0,317,1,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,277
25732903,790658,Maite,Donostia-San Sebastián,58.0,308,4,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,235
